Prospectus Type,Document Type,Last Passporting Date,Approval or filing date,Home Member State,Securities Type,ISIN,First Passporting Date,Last Update Date,National Document ID,Consideration offered,Issuer(s) Name / LEI,Host Member State(s)
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,08/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544249,,24/06/2023,FTWS111378,Max 300000,Českomoravská Projektová V a.s. - 315700LQDD333R81IX49,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,08/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544207,,24/06/2023,FTWS111379,Max 300000,Českomoravská Projektová V a.s. - 315700LQDD333R81IX49,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,08/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543738,,24/11/2022,FTWS111429,Max 150000000,Holdingtex a.s. - 315700QVXE62UGJ8T303,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,07/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003544116,,24/06/2023,FTWS111685,Max 195000000,UNICAPITAL Invest VII a.s. - 315700APRL63BA9U3I71,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,05/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543639,,07/09/2022,FTWS111336,From 50000000 to 75000000,REDSTONE INVEST a.s. - 894500THHR6IWFCPE754,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003707432,,29/03/2024,FTWS111367,Max 1250000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003707440,,29/03/2024,FTWS111368,Max 3000000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543951,,11/02/2023,FTWS111387,Max 12000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543969,,11/02/2023,FTWS111388,Max 12000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/09/2022,CZECHIA,Derivative securities,CZ0000304357,,31/05/2023,FTWS111366,Max 2500000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543944,,08/09/2023,FTWS111389,Max 12000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Standalone Prospectus,Standalone prospectus,,02/09/2022,CZECHIA,Shares,CZ0009008819,,10/09/2022,STDA100285,154000000,KARO INVEST a.s. - 315700BCW5B5A5SO7137,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,02/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542250,,06/09/2022,FTWS111328,25000000,VIHOREV.INVESTMENTS SE - 315700MCUFZHSXVJPY43,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,01/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543324,,22/11/2022,FTWS111326,50000000,Euro Holiday House s.r.o. - 315700RW7SZNT4W03M63,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,01/09/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543332,,22/11/2022,FTWS111327,2000000,Euro Holiday House s.r.o. - 315700RW7SZNT4W03M63,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,31/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543902,,22/01/2023,FTWS111357,22500000,"SMV REZIDENČNÍ PROJEKTY, s.r.o. - 315700JOVKQUXD04PB89",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,31/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543910,,22/01/2023,FTWS111777,22500000,"SMV REZIDENČNÍ PROJEKTY, s.r.o. - 315700JOVKQUXD04PB89",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,29/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543696,,02/01/2023,FTWS111325,Max 50000000,GEEN Development a.s. - 31570074I0WNRTL85M76,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,26/08/2022,CZECHIA,Derivative securities,CZ0000304340,,31/05/2023,FTWS111330,Max 2500000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,26/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543720,,11/01/2023,FTWS111296,30000000,FI Realitní Investice s.r.o. - 3157007E3NMHMKAR0248,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,26/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543829,,11/01/2023,FTWS111297,20000000,FI Realitní Investice s.r.o. - 3157007E3NMHMKAR0248,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,26/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543845,,11/01/2023,FTWS111298,50000000,FI Realitní Investice s.r.o. - 3157007E3NMHMKAR0248,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,26/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543852,,11/01/2023,FTWS111299,50000000,FI Realitní Investice s.r.o. - 3157007E3NMHMKAR0248,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,26/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543670,,29/08/2022,FTWS111295,480000000,SOLEK HOLDING SE - 3157002ROYBXWRTXZ748,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,25/08/2022,CZECHIA,Derivative securities,CZ0000304316,,31/05/2023,FTWS111329,Max 2500000000,"Československá obchodní banka, a. s. - Q5BP2UEQ48R75BOTCB92",
Standalone Prospectus,Standalone prospectus,,25/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543431,,20/10/2022,STDA100281,Max 50000000,CFIG Arts a.s. - 3157005IVQ2DL6VNV419,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,19/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543514,,26/03/2024,FTWS111294,160000000,SOLEK Czech Services s.r.o. - 315700TCKBA12O6XV023,
Standalone Prospectus,Standalone prospectus,,18/08/2022,CZECHIA,Shares,CZ0009011920,,20/08/2022,STDA100280,Max 189000000,Bezvavlasy a.s. - 315700R0UM4EM9AF4O21,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,15/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543498,,16/11/2022,FTWS111278,25000000,WOOD SEEDS s.r.o. - 3157004CFGD745LKYZ81,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,12/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543464,,24/06/2023,FTWS111323,Max 50000000,UNICAPITAL Invest VII a.s. - 315700APRL63BA9U3I71,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,12/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003522260,,24/06/2023,FTWS111324,Max 300000000,UNICAPITAL Invest VII a.s. - 315700APRL63BA9U3I71,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,08/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543340,,22/01/2023,FTWS111277,15000000,"SMV REZIDENČNÍ PROJEKTY, s.r.o. - 315700JOVKQUXD04PB89",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,08/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543357,,22/02/2023,FTWS111276,15000000,Jarabák s.r.o. - 3157007CFC78UQTFQJ33,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,08/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542904,,07/09/2022,FTWS111186,From 70000000 to 105000000,REDSTONE INVEST a.s. - 894500THHR6IWFCPE754,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,08/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542912,,07/09/2022,FTWS111187,From 60000000 to 90000000,REDSTONE INVEST a.s. - 894500THHR6IWFCPE754,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,05/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543282,,16/11/2022,FTWS111275,40000000,WOOD SEEDS s.r.o. - 3157004CFGD745LKYZ81,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,04/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003541864,,11/02/2023,FTWS111280,Max 12000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,04/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542748,,11/02/2023,FTWS111282,Max 12000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,04/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543233,,11/02/2023,FTWS111283,Max 12000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,04/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543241,,11/02/2023,FTWS111284,Max 12000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,04/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542581,,01/09/2022,FTWS111321,Max 12000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,04/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543225,,01/09/2022,FTWS111322,Max 12000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
Standalone Prospectus,Standalone prospectus,06/08/2022,01/08/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543092,06/08/2022,06/08/2022,STDA100272,From 750000000 to 2250000000,"J&T ENERGY FINANCING CZK V, a.s. - 315700YJU4Y0P1R04E45",SLOVAKIA
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,29/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543159,,03/01/2023,FTWS111183,Max 110000000,PORTIVA Automotive Finance s.r.o. - 315700X0FO63KINT3N18,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,29/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543175,,03/01/2023,FTWS111184,Max 110000000,PORTIVA Automotive Finance s.r.o. - 315700X0FO63KINT3N18,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,29/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543183,,03/01/2023,FTWS111185,Max 110000000,PORTIVA Automotive Finance s.r.o. - 315700X0FO63KINT3N18,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,29/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543126,,13/04/2023,FTWS111154,Max 800000,PRESTON Business s.r.o. - 984500CC4077MT3D7457,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,26/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542953,,24/06/2023,FTWS111341,Max 200000000,Českomoravská Projektová V a.s. - 315700LQDD333R81IX49,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,26/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542961,,24/06/2023,FTWS111342,Max 300000000,Českomoravská Projektová V a.s. - 315700LQDD333R81IX49,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,26/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542979,,24/06/2023,FTWS111343,Max 200000000,Českomoravská Projektová V a.s. - 315700LQDD333R81IX49,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,26/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542987,,24/06/2023,FTWS111349,Max 6000,Českomoravská Projektová V a.s. - 315700LQDD333R81IX49,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,26/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542995,,24/06/2023,FTWS111350,Max 60000,Českomoravská Projektová V a.s. - 315700LQDD333R81IX49,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,26/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543043,,06/06/2023,FTWS111158,Max 1500000,YD Real Estate Finance a.s. - 315700AW7PHHX554N577,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,26/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543068,,06/06/2023,FTWS111159,Max 1500000,YD Real Estate Finance a.s. - 315700AW7PHHX554N577,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,26/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003543050,,06/06/2023,FTWS111160,Max 150000000,YD Real Estate Finance a.s. - 315700AW7PHHX554N577,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,25/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542896,,26/03/2024,FTWS111051,165000000,SOLEK Czech Services s.r.o. - 315700TCKBA12O6XV023,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,21/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542623,,03/12/2022,FTWS111179,Max 150000000,"Czech Home Capital, a.s. - 315700A4SBFZ0GEGDH82",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,21/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542631,,03/12/2022,FTWS111180,Max 100000000,"Czech Home Capital, a.s. - 315700A4SBFZ0GEGDH82",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,21/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542649,,03/12/2022,FTWS111181,Max 2000000,"Czech Home Capital, a.s. - 315700A4SBFZ0GEGDH82",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,19/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542441,,26/03/2024,FTWS111012,65000000,DRFG Bond Investment 2022 s.r.o. - 3157008NSWT620J52F19,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,19/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542425,,26/03/2024,FTWS111013,65000000,DRFG Bond Investment 2022 s.r.o. - 3157008NSWT620J52F19,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,19/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542433,,26/03/2024,FTWS111014,130000000,DRFG Bond Investment 2022 s.r.o. - 3157008NSWT620J52F19,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,15/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542763,,07/02/2023,FTWS111178,Max 25000000,BOHEMIA HEALING MARIENBAD WATERS a.s. - 3157007UTRCPS5QY7632,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,15/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542466,,02/12/2022,FTWS111161,Max 100000000,"ČSNF SICAV, a.s. - 315700W6G9P6GUDNEO09",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,15/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542458,,02/12/2022,FTWS111162,Max 100000000,"ČSNF SICAV, a.s. - 315700W6G9P6GUDNEO09",
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,13/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542482,,25/05/2023,FTWS111155,Max 60000000,ŠtěpánekAuto Investment s.r.o. - 315700XY8YVTVSGUIH77,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,13/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542490,,25/05/2023,FTWS111156,Max 60000000,ŠtěpánekAuto Investment s.r.o. - 315700XY8YVTVSGUIH77,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,13/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542508,,25/05/2023,FTWS111157,Max 60000000,ŠtěpánekAuto Investment s.r.o. - 315700XY8YVTVSGUIH77,
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,12/07/2022,CZECHIA,Debt with denomination < €100.000,CZ0003542730,,11/02/2023,FTWS111281,Max 12000000,"e-Finance CZ, a.s. - 315700JO04KHUWNQCF70",
